,uniprot1,uniprot2,symbol1,symbol2,methods,pids,ndb,dbs,exp,go1,go2
102,Q13443,Q9UI95,ADAM9,MAD2L2,"pull down, two hybrid, yeast 2-hybrid","10527948, 10531379",2,"biogrid, hprd, i2d, iid-pred, intact","exp, pred","GO:0000186, GO:0051384, GO:0051044, GO:0005080, GO:0017124, GO:0007160, GO:0010042, GO:0071222, GO:0005925, GO:0008237, GO:0051088, GO:0005615, GO:0016021, GO:0051549, GO:0042117, GO:0006509, GO:0016477, GO:0009986, GO:0033627, GO:0005178, GO:0004222, GO:0034241, GO:0034612, GO:0030216, GO:0034616, GO:0016323, GO:0051592, GO:0007155, GO:0031233, GO:0007179, GO:0070062, GO:0043236, GO:0046872, GO:0042542, GO:0007229, GO:0050714, GO:0005515, GO:0005518, GO:0033631, GO:0033630","GO:0033138, GO:0042177, GO:0051301, GO:0045830, GO:0005819, GO:0042276, GO:0000122, GO:0005634, GO:0005654, GO:2001034, GO:1904667, GO:0005694, GO:0090090, GO:0010944, GO:0006281, GO:0006974, GO:0001558, GO:0045893, GO:0001102, GO:0042772, GO:0043433, GO:0006302, GO:0008432, GO:2000042, GO:0007015, GO:0010719, GO:2000048, GO:0035861, GO:0005829, GO:0005730, GO:0016035, GO:0006351, GO:0005515, GO:0007094, GO:2000678, GO:0005680"
103,Q01831,Q9BPZ2,XPC,SPIN2B,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006294, GO:0006298, GO:0070914, GO:0071942, GO:0070911, GO:0005737, GO:0031573, GO:0005730, GO:0005634, GO:0005739, GO:0005654, GO:0010996, GO:0003697, GO:0006281, GO:0006289, GO:0006974, GO:0005886, GO:0000111, GO:0010224, GO:0043231, GO:0000404, GO:0000405, GO:0042493, GO:0000715, GO:0005515, GO:0003684, GO:1901990","GO:0035064, GO:0051726, GO:0005829, GO:0006915, GO:0005654, GO:0006355, GO:0007276, GO:0005515, GO:0007049"
104,Q9HCM9,Q9UNA4,TRIM39,POLI,"two hybrid, two hybrid array, two hybrid prey pooling approach, validated two hybrid","21516116, 25416956",2,"biogrid, intact, mint",exp,"GO:2001235, GO:0005829, GO:0006915, GO:0005739, GO:0016567, GO:0016740, GO:0008270, GO:0005515, GO:2000059, GO:0042802","GO:0016607, GO:0003887, GO:0042276, GO:0006281, GO:0019985, GO:0005622, GO:0005654, GO:0006974, GO:0006260, GO:0036464, GO:0005515, GO:0046872, GO:0003684"
105,Q15645,Q96LM6,TRIP13,TEX37,"two hybrid, two hybrid array, two hybrid pooling approach, two hybrid prey pooling approach, validated two hybrid, yeast 2-hybrid","16189514, 25416956",2,"biogrid, hprd, intact",exp,"GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0005737, GO:0005634, GO:0005515"
106,Q96SB8,Q9NNX1,SMC6,TUFT1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0016607, GO:0000722, GO:0016605, GO:0031625, GO:0000781, GO:0000724, GO:0035861, GO:0005634, GO:0090398, GO:0000803, GO:0030915, GO:0005622, GO:0005654, GO:0006974, GO:0035061, GO:0005515, GO:0051984, GO:0006281, GO:0005524","GO:0005737, GO:0042476, GO:0005622, GO:0005576, GO:0005515, GO:0030345, GO:0035556, GO:0030282"
107,O96017,Q13362,CHEK2,PPP2R5C,"affinity chromatography technology, anti tag coimmunoprecipitation, enzymatic study, protein kinase assay, pull down, tandem affinity purification, two hybrid, yeast 2-hybrid","15380617, 23178491",2,"biogrid, hprd, iid-pred, intact","exp, pred","GO:0006351, GO:1903416, GO:0071480, GO:0000086, GO:0050821, GO:0042176, GO:0090307, GO:0042981, GO:0046777, GO:0051301, GO:0005737, GO:0016605, GO:1903926, GO:0006302, GO:0005634, GO:0072428, GO:0005654, GO:0004674, GO:1901796, GO:0046872, GO:0005524, GO:0042803, GO:0005794, GO:0006468, GO:2000210, GO:0006281, GO:0016301, GO:0006974, GO:0006975, GO:0006977, GO:0045893, GO:0044257, GO:0001302, GO:0006978, GO:0042770, GO:0042771, GO:0000781, GO:0031625, GO:0000077, GO:0008630, GO:0005515, GO:0090399, GO:0006355, GO:0044773, GO:0042802, GO:2000002, GO:0071157, GO:0001934, GO:0019901","GO:0005794, GO:0000159, GO:0008285, GO:0019888, GO:0043161, GO:0005829, GO:0031952, GO:0000775, GO:0005654, GO:0072542, GO:0007165, GO:0005515, GO:0006470, GO:0014066, GO:0005634, GO:0043666"
108,P02549,Q00597,SPTA1,FANCC,affinity chromatography technology,"10551855, 16889989",2,"biogrid, hprd",exp,"GO:0005088, GO:0005200, GO:0006888, GO:0015629, GO:0007015, GO:0005829, GO:0000165, GO:0051015, GO:0014731, GO:0008360, GO:0005509, GO:0005515, GO:0007411, GO:0008091, GO:0051693, GO:0031235","GO:0005737, GO:0097150, GO:0005829, GO:0006281, GO:0005634, GO:0048854, GO:0002262, GO:0005654, GO:0036297, GO:0006289, GO:0007281, GO:0006974, GO:0005515, GO:0019430, GO:0034599, GO:0065003, GO:0043240"
109,O14757,Q15170,CHEK1,TCEAL1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0018107, GO:2000615, GO:0071260, GO:0070317, GO:0000781, GO:0000785, GO:0035556, GO:0007049, GO:0005737, GO:0010569, GO:0005615, GO:0005813, GO:0005634, GO:0006281, GO:0005654, GO:0004674, GO:0006260, GO:0004672, GO:0045839, GO:0010767, GO:0005524, GO:0072425, GO:0006468, GO:0016301, GO:0048096, GO:0006915, GO:0006974, GO:0006975, GO:0035402, GO:0019904, GO:0000794, GO:1901796, GO:0000077, GO:0045787, GO:0032991, GO:0043231, GO:0035407, GO:0005829, GO:0005515, GO:0046602, GO:0090399","GO:0000122, GO:0003700, GO:0005634, GO:0050699, GO:0005654, GO:0006351"
110,P38398,Q9Y6Q9,BRCA1,NCOA3,"affinity chromatography technology, pull down, unspecified method","14578343, 16860316",2,"biogrid, iid-pred","exp, pred","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893","GO:0043697, GO:0050681, GO:0010628, GO:0097718, GO:0003713, GO:0005737, GO:0070062, GO:0030521, GO:0016922, GO:0005634, GO:0004402, GO:0005654, GO:2000035, GO:0016573, GO:0045944, GO:0000981, GO:0035624, GO:0071392, GO:0035257, GO:0030374, GO:0046966, GO:0000790, GO:0045893, GO:2001141, GO:1902459, GO:0000993, GO:0032991, GO:0047485, GO:0005829, GO:0032870, GO:0045618, GO:0006351, GO:0005515, GO:0046982"
111,Q01831,Q01860,XPC,POU5F1,affinity chromatography technology,"21962512, 26687479",2,biogrid,exp,"GO:0006294, GO:0006298, GO:0070914, GO:0071942, GO:0070911, GO:0005737, GO:0031573, GO:0005730, GO:0005634, GO:0005739, GO:0005654, GO:0010996, GO:0003697, GO:0006281, GO:0006289, GO:0006974, GO:0005886, GO:0000111, GO:0010224, GO:0043231, GO:0000404, GO:0000405, GO:0042493, GO:0000715, GO:0005515, GO:0003684, GO:1901990","GO:0003677, GO:0009653, GO:0005737, GO:0043565, GO:0000122, GO:0005634, GO:0001824, GO:0009611, GO:0005739, GO:0005654, GO:0006366, GO:0000976, GO:0042789, GO:0010468, GO:0000981, GO:0060965, GO:0009786, GO:0035019, GO:0001227, GO:0031625, GO:0035198, GO:0001714, GO:0003700, GO:0005829, GO:0006355, GO:0045944, GO:0003723, GO:0005515"
113,Q9NZ71,Q9Y3D0,RTEL1,FAM96B,"affinity chromatography technology, anti tag coimmunoprecipitation","23891004, 28178521",2,"biogrid, intact",exp,"GO:1902990, GO:1904506, GO:0000781, GO:0003677, GO:0043247, GO:0000723, GO:0010569, GO:0070182, GO:0005634, GO:0005654, GO:0004003, GO:1904535, GO:0045910, GO:0031297, GO:0005524, GO:1904358, GO:0006281, GO:1904355, GO:0032508, GO:0006974, GO:0090657, GO:0046872, GO:0051539, GO:0032206, GO:0000732, GO:0005515, GO:1904430","GO:0005737, GO:0005819, GO:0071817, GO:0005634, GO:0097361, GO:0016226, GO:0005654, GO:0005515, GO:0007059, GO:0005829"
115,P54725,Q9UHD9,RAD23A,UBQLN2,"anti bait coimmunoprecipitation, biochemical, nuclear magnetic resonance","17098253, 26344197",2,"biogrid, iid-pred, intact","exp, pred","GO:0032436, GO:0032434, GO:0031593, GO:0005737, GO:0045787, GO:0000502, GO:0043161, GO:0005634, GO:1990381, GO:0045070, GO:0005815, GO:0005654, GO:0016579, GO:0003697, GO:0016032, GO:0006281, GO:0006289, GO:0006974, GO:0019900, GO:0031648, GO:0070628, GO:0032991, GO:0043231, GO:0005829, GO:0043130, GO:0005515, GO:0003684","GO:0005737, GO:0005829, GO:0005515, GO:1900186, GO:0031410, GO:0006914, GO:0005886, GO:0005776, GO:1903071, GO:1904021, GO:2000785, GO:0030433, GO:0005634, GO:0016241"
116,Q14676,Q9BUR4,MDC1,WRAP53,"affinity chromatography technology, imaging technique","25512560, 26734725",2,biogrid,exp,"GO:0005654, GO:0008022, GO:0016604, GO:0006303, GO:0031573, GO:0006281, GO:0005634, GO:0006974, GO:0005515, GO:0070975, GO:0005925, GO:0005694","GO:0005654, GO:0016604, GO:0005829, GO:0051087, GO:0032203, GO:0070034, GO:1904867, GO:0015030, GO:0044877, GO:0003723, GO:0005515, GO:0090666, GO:0007004, GO:0090671, GO:1904851, GO:0005697, GO:0042802, GO:0051973"
117,P38398,P63244,BRCA1,RACK1,affinity chromatography technology,"22990118, 26831064",2,"biogrid, iid-pred","exp, pred","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893","GO:0032436, GO:1990630, GO:0030308, GO:1900102, GO:0005080, GO:0033137, GO:0010803, GO:0030335, GO:0019899, GO:0010629, GO:0051898, GO:0032947, GO:0004871, GO:0030178, GO:0007049, GO:0015935, GO:0005737, GO:0005654, GO:0001891, GO:0050765, GO:0043547, GO:0016567, GO:0008200, GO:0005634, GO:0007369, GO:0030971, GO:0005739, GO:0051302, GO:0043065, GO:0048511, GO:0071333, GO:0032464, GO:0048471, GO:0032880, GO:0043025, GO:0042803, GO:0051343, GO:0042169, GO:0030332, GO:0006919, GO:0061099, GO:0006915, GO:0045296, GO:0019903, GO:0030425, GO:0042998, GO:2001244, GO:1903208, GO:0030292, GO:0022627, GO:0043204, GO:0072344, GO:0043473, GO:0043022, GO:0071363, GO:0008656, GO:0005515, GO:0051726, GO:0070062, GO:0005829, GO:0030496, GO:2000543, GO:0035591, GO:0051901, GO:0003723, GO:0016032, GO:0017148, GO:0005102, GO:2000304, GO:0001934, GO:2000114"
118,P18074,P35269,ERCC2,GTF2F1,"affinity chromatography technology, electron tomography","27193682, 9121429",2,"biogrid, intact",exp,"GO:0006294, GO:0008022, GO:0006296, GO:0070911, GO:0006293, GO:0048568, GO:0047485, GO:0032289, GO:0021510, GO:0009791, GO:0043388, GO:0000439, GO:0009411, GO:0043249, GO:1901990, GO:0035264, GO:0003677, GO:0009650, GO:0008353, GO:0001666, GO:0030282, GO:0006283, GO:0035315, GO:0005737, GO:0006361, GO:0001701, GO:0005634, GO:0008283, GO:0033683, GO:0005654, GO:0006363, GO:0048820, GO:0045951, GO:0006366, GO:0006368, GO:0007059, GO:0046872, GO:0005524, GO:0005675, GO:0006468, GO:0006915, GO:0006367, GO:0006281, GO:0004003, GO:0032508, GO:0004672, GO:0006289, GO:0006974, GO:0005819, GO:0045893, GO:0019907, GO:0060218, GO:0006979, GO:0008094, GO:0007568, GO:0051539, GO:0071817, GO:0040016, GO:0005829, GO:0000019, GO:0000717, GO:0006370, GO:0030198, GO:0045944, GO:0005515, GO:0016032, GO:0005669, GO:0043141, GO:0043139, GO:0003684","GO:0003677, GO:0032968, GO:0043085, GO:0032091, GO:0009615, GO:0005634, GO:0003713, GO:0005654, GO:0030054, GO:0006367, GO:0006366, GO:0006368, GO:0019211, GO:0005674, GO:0008134, GO:0008543, GO:0019903, GO:0019904, GO:1990841, GO:0016070, GO:0032991, GO:0043231, GO:0000398, GO:0006370, GO:0045944, GO:0003723, GO:0005515, GO:0005669, GO:0042795"
119,O60216,P07384,RAD21,CAPN1,"affinity chromatography technology, enzymatic study","21876002, 22145905",2,biogrid,exp,"GO:0045841, GO:0071168, GO:0044877, GO:0008278, GO:0051301, GO:0007062, GO:0006302, GO:0016020, GO:0005654, GO:0006366, GO:0016363, GO:0005694, GO:0045876, GO:0030893, GO:0006281, GO:0006915, GO:0006974, GO:0010972, GO:0007059, GO:0007131, GO:0000775, GO:0006310, GO:0000798, GO:0005829, GO:0001228, GO:0006357, GO:0045944, GO:0005515, GO:0000785, GO:0003682","GO:0004175, GO:0032801, GO:1904813, GO:0005925, GO:0005737, GO:0070062, GO:0016020, GO:0005739, GO:0005509, GO:0097264, GO:2000310, GO:0006508, GO:0016241, GO:0008284, GO:0050790, GO:0060056, GO:0070268, GO:0005886, GO:0005829, GO:0043312, GO:0005764, GO:0005576, GO:0005515, GO:0004198"
120,O15389,Q15645,SIGLEC5,TRIP13,"two hybrid, two hybrid array, two hybrid pooling approach, two hybrid prey pooling approach, validated two hybrid, yeast 2-hybrid","16189514, 25416956",2,"biogrid, hprd, intact",exp,"GO:0030667, GO:0030246, GO:0016021, GO:0101003, GO:0070821, GO:0043312, GO:0005515, GO:0005886, GO:0007155","GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094"
121,O75771,Q5TEU4,RAD51D,NDUFAF5,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0033063, GO:0000781, GO:0000784, GO:0003677, GO:0000723, GO:0000724, GO:0005813, GO:0005634, GO:0000707, GO:0005654, GO:0005657, GO:0003697, GO:0005524, GO:0005737, GO:0006281, GO:0006289, GO:0006974, GO:0042148, GO:0007131, GO:0008094, GO:0000400, GO:0051726, GO:0036297, GO:0005515, GO:0043015","GO:0032981, GO:0005739, GO:0030961, GO:0005743, GO:0031314, GO:0003674, GO:0005515, GO:0008168, GO:0032259, GO:0055114, GO:0016491"
122,Q5SWW7,Q92889,C10orf55,ERCC4,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,,"GO:0006295, GO:0008022, GO:0006296, GO:0070911, GO:0006293, GO:0003677, GO:1905768, GO:0004520, GO:0000781, GO:0000110, GO:0009411, GO:0000784, GO:0000109, GO:0034644, GO:0009650, GO:1990599, GO:0000723, GO:0001094, GO:0006303, GO:0000724, GO:0005634, GO:0033683, GO:0005654, GO:0051974, GO:0003697, GO:0042802, GO:0006283, GO:0006281, GO:1904357, GO:0006289, GO:0006974, GO:0005669, GO:1905765, GO:0061819, GO:0000014, GO:0047485, GO:1901255, GO:0032205, GO:0036297, GO:0010521, GO:0000712, GO:0005515, GO:0070522, GO:0003684"
123,P09874,Q14134,PARP1,TRIM29,"affinity chromatography technology, two hybrid","20211142, 26381412",2,biogrid,exp,"GO:0044030, GO:0006294, GO:0006296, GO:0006293, GO:0032042, GO:0006471, GO:0051287, GO:0034644, GO:0019899, GO:2001170, GO:1903827, GO:0000724, GO:0023019, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0032869, GO:0003950, GO:0043504, GO:0000715, GO:0007005, GO:0000723, GO:0016020, GO:0071294, GO:0006302, GO:0000122, GO:0030331, GO:0018312, GO:0005634, GO:0005635, GO:0033683, GO:0005739, GO:0005654, GO:0030225, GO:0045944, GO:0070412, GO:0006366, GO:1904646, GO:1990404, GO:0042826, GO:0010332, GO:0042802, GO:0000977, GO:0006915, GO:0005667, GO:1903518, GO:0006281, GO:0008134, GO:0050790, GO:0033148, GO:0006974, GO:1904357, GO:0036211, GO:0070212, GO:1901216, GO:0032991, GO:0034599, GO:0007179, GO:0010613, GO:1900182, GO:1904044, GO:0032993, GO:0047485, GO:0016540, GO:0005730, GO:0060391, GO:0010990, GO:0019901, GO:0051901, GO:0003723, GO:0005515, GO:0001228, GO:1904762, GO:1990966, GO:1903376, GO:2000679, GO:0008270","GO:1900181, GO:0000122, GO:0003700, GO:0002039, GO:0045087, GO:0005764, GO:0098609, GO:0005913, GO:0008270, GO:0005515, GO:0006366, GO:0098641, GO:0042802"
124,P38398,Q13416,BRCA1,ORC2,affinity chromatography technology,"17525332, 25184681",2,"biogrid, iid-pred","exp, pred","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893","GO:0000122, GO:0016020, GO:0000808, GO:0000939, GO:0005813, GO:0005634, GO:0006270, GO:0000082, GO:0005654, GO:0003688, GO:0006260, GO:0000784, GO:0005515, GO:0000792, GO:0005664"
125,P43358,Q9NS91,MAGEA4,RAD18,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005575, GO:0003674, GO:0008150, GO:0005515","GO:0009411, GO:0042769, GO:0042405, GO:0031593, GO:0005737, GO:0016604, GO:0006301, GO:0016567, GO:0005813, GO:0005634, GO:0005654, GO:0005657, GO:0043142, GO:0046872, GO:0042802, GO:0006281, GO:0060548, GO:0006974, GO:0051984, GO:0061630, GO:0000403, GO:0031625, GO:0035861, GO:0097505, GO:0006513, GO:0051865, GO:0005515, GO:0044877, GO:0003684"
126,O75771,Q9BRK4,RAD51D,LZTS2,"two hybrid, two hybrid array, two hybrid bait and prey pooling approach, two hybrid prey pooling approach, validated two hybrid","25416956, 25910212",2,"biogrid, intact",exp,"GO:0033063, GO:0000781, GO:0000784, GO:0003677, GO:0000723, GO:0000724, GO:0005813, GO:0005634, GO:0000707, GO:0005654, GO:0005657, GO:0003697, GO:0005524, GO:0005737, GO:0006281, GO:0006289, GO:0006974, GO:0042148, GO:0007131, GO:0008094, GO:0000400, GO:0051726, GO:0036297, GO:0005515, GO:0043015","GO:0090090, GO:0008285, GO:0031982, GO:0005829, GO:0016055, GO:1900181, GO:0001822, GO:0007049, GO:0005515, GO:0005886, GO:0005815, GO:0005874, GO:0051301"
127,Q8IYD8,Q9UKB1,FANCM,FBXW11,affinity chromatography technology,"19270156, 22017875",2,biogrid,exp,"GO:0005654, GO:0071821, GO:0006281, GO:0000712, GO:0036297, GO:0004386, GO:0006974, GO:0090305, GO:0005515, GO:0003677, GO:0003682, GO:0031297, GO:0043240, GO:0005524, GO:0004518","GO:0000086, GO:0006470, GO:0038061, GO:1901223, GO:0070498, GO:0061630, GO:0000209, GO:0043161, GO:0005634, GO:0048511, GO:0043687, GO:0031146, GO:0042753, GO:0045892, GO:0045893, GO:0004842, GO:0031648, GO:0005829, GO:0016055, GO:0000151, GO:0016567, GO:0051403, GO:0019005, GO:0005515, GO:0005813, GO:0045862, GO:0046983"
128,O94761,Q8N5Z5,RECQL4,KCTD17,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0009378, GO:0000781, GO:0003677, GO:0061821, GO:0007275, GO:0000723, GO:0000724, GO:0005634, GO:0016020, GO:0005737, GO:0061820, GO:0006260, GO:0045740, GO:0005694, GO:0003697, GO:0005524, GO:0008284, GO:0032357, GO:0006284, GO:0043140, GO:0006281, GO:0032508, GO:0004386, GO:0006974, GO:0010971, GO:0036310, GO:0006310, GO:0000405, GO:0000733, GO:0005515","GO:0005737, GO:0005783, GO:0097602, GO:0030030, GO:0043161, GO:0051260, GO:0032469, GO:0005515, GO:0045724, GO:0031463, GO:0042802"
129,P18887,Q96A37,XRCC1,RNF166,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006297, GO:1905765, GO:1903518, GO:0019899, GO:0021766, GO:1904877, GO:0000784, GO:1990599, GO:0001666, GO:0032356, GO:0006303, GO:0033194, GO:0005730, GO:0005634, GO:0006281, GO:0005654, GO:0006284, GO:0006283, GO:0050882, GO:0006288, GO:0010836, GO:0000790, GO:0061819, GO:0010033, GO:0003909, GO:0021587, GO:0000012, GO:0000724, GO:0042493, GO:0006974, GO:0005515, GO:0070522, GO:1990414","GO:0046872, GO:0005515"
130,O76064,Q9BSE2,RNF8,TMEM79,"two hybrid, two hybrid array, two hybrid prey pooling approach, validated two hybrid","21516116, 25416956",2,"biogrid, intact",exp,"GO:0042393, GO:0045190, GO:0000151, GO:0000781, GO:0008270, GO:0070936, GO:0051301, GO:0006303, GO:0033522, GO:0043486, GO:0005634, GO:0005654, GO:0006511, GO:0007049, GO:0070535, GO:0070534, GO:0042802, GO:0042803, GO:0034244, GO:0006281, GO:0006974, GO:0007286, GO:0010212, GO:0004842, GO:0033523, GO:0006302, GO:0031625, GO:0035861, GO:0035093, GO:0030496, GO:0036297, GO:0051865, GO:0005515, GO:0045739, GO:0003682, GO:0005829","GO:0042335, GO:0016021, GO:0070268, GO:0045055, GO:0005765, GO:0032588, GO:0061436, GO:0005515, GO:0002070, GO:0031069, GO:0042802, GO:0045684"
131,Q9BX63,Q9NXC2,BRIP1,GFOD1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0010629, GO:0051026, GO:0003677, GO:0072520, GO:0005737, GO:0071295, GO:0006302, GO:1990918, GO:0005634, GO:0009636, GO:0010705, GO:0005654, GO:0006260, GO:0071456, GO:0046872, GO:0005524, GO:0008285, GO:0006281, GO:0004003, GO:0032508, GO:0031965, GO:0006289, GO:0006974, GO:0007284, GO:0007286, GO:1904385, GO:0000077, GO:0051539, GO:0006357, GO:0005515, GO:0003682","GO:0005576, GO:0005515, GO:0055114, GO:0016491"
